 &plot nbnd=  32, nks=   221 /
            0.000000  0.000000  0.000000
 -11.825 -11.072 -10.812 -10.791 -10.791 -10.713 -10.660 -10.568 -10.543 -10.543
  -9.560  -7.607  -7.607  -5.810   0.928   5.064   5.064   5.144   6.020   7.157
   7.260   7.921   7.921   8.439   8.439   9.193  10.215  15.026  15.239  15.239
  19.271  19.360
            0.000000  0.005279  0.000000
 -11.824 -11.073 -10.812 -10.791 -10.791 -10.714 -10.660 -10.568 -10.543 -10.543
  -9.558  -7.612  -7.603  -5.811   0.932   5.051   5.067   5.147   6.024   7.152
   7.266   7.922   7.922   8.420   8.439   9.189  10.236  15.018  15.241  15.248
  19.278  19.367
            0.000000  0.010557  0.000000
 -11.821 -11.076 -10.812 -10.791 -10.791 -10.717 -10.659 -10.568 -10.543 -10.543
  -9.552  -7.627  -7.592  -5.814   0.945   5.013   5.076   5.154   6.035   7.138
   7.282   7.922   7.925   8.368   8.440   9.179  10.299  14.998  15.249  15.271
  19.300  19.385
            0.000000  0.015836  0.000000
 -11.817 -11.081 -10.812 -10.791 -10.791 -10.722 -10.658 -10.569 -10.544 -10.544
  -9.542  -7.650  -7.573  -5.820   0.965   4.952   5.092   5.167   6.054   7.116
   7.308   7.923   7.929   8.287   8.442   9.163  10.396  14.969  15.262  15.305
  19.336  19.415
            0.000000  0.021114  0.000000
 -11.810 -11.088 -10.812 -10.790 -10.790 -10.727 -10.657 -10.570 -10.544 -10.544
  -9.528  -7.683  -7.546  -5.828   0.994   4.869   5.114   5.184   6.080   7.085
   7.340   7.925   7.935   8.186   8.445   9.140  10.520  14.934  15.280  15.346
  19.385  19.457
            0.000000  0.026393  0.000000
 -11.801 -11.098 -10.812 -10.790 -10.790 -10.734 -10.656 -10.571 -10.544 -10.544
  -9.510  -7.723  -7.513  -5.839   1.031   4.770   5.142   5.206   6.114   7.047
   7.376   7.926   7.941   8.070   8.449   9.111  10.665  14.894  15.304  15.392
  19.443  19.511
            0.000000  0.031672  0.000000
 -11.791 -11.110 -10.812 -10.789 -10.789 -10.742 -10.654 -10.572 -10.545 -10.545
  -9.488  -7.771  -7.473  -5.854   1.077   4.655   5.176   5.233   6.155   7.002
   7.413   7.929   7.947   7.948   8.453   9.077  10.825  14.850  15.333  15.442
  19.508  19.576
            0.000000  0.036950  0.000000
 -11.779 -11.125 -10.812 -10.789 -10.789 -10.749 -10.652 -10.574 -10.546 -10.546
  -9.462  -7.825  -7.426  -5.872   1.131   4.528   5.216   5.264   6.202   6.951
   7.447   7.818   7.931   7.954   8.458   9.038  10.996  14.800  15.369  15.496
  19.578  19.652
            0.000000  0.042229  0.000000
 -11.765 -11.142 -10.811 -10.788 -10.788 -10.757 -10.650 -10.575 -10.547 -10.546
  -9.431  -7.885  -7.375  -5.895   1.193   4.391   5.261   5.300   6.256   6.895
   7.473   7.691   7.934   7.960   8.463   8.995  11.175  14.744  15.409  15.551
  19.648  19.739
            0.000000  0.047507  0.000000
 -11.749 -11.161 -10.811 -10.788 -10.787 -10.765 -10.647 -10.577 -10.547 -10.547
  -9.397  -7.950  -7.318  -5.923   1.264   4.247   5.312   5.340   6.316   6.834
   7.471   7.585   7.937   7.966   8.469   8.949  11.360  14.681  15.456  15.609
  19.716  19.835
            0.000000  0.052786  0.000000
 -11.732 -11.184 -10.811 -10.787 -10.787 -10.771 -10.645 -10.579 -10.548 -10.548
  -9.359  -8.019  -7.257  -5.956   1.343   4.096   5.368   5.385   6.382   6.769
   7.385   7.557   7.940   7.971   8.475   8.902  11.550  14.611  15.506  15.666
  19.777  19.941
            0.000000  0.058065  0.000000
 -11.713 -11.208 -10.811 -10.786 -10.786 -10.778 -10.642 -10.582 -10.549 -10.549
  -9.317  -8.091  -7.192  -5.993   1.430   3.941   5.428   5.434   6.452   6.700
   7.260   7.559   7.944   7.975   8.482   8.855  11.742  14.533  15.561  15.724
  19.828  20.057
            0.000000  0.063343  0.000000
 -11.692 -11.234 -10.810 -10.786 -10.785 -10.783 -10.639 -10.584 -10.550 -10.550
  -9.271  -8.166  -7.123  -6.035   1.524   3.783   5.486   5.494   6.527   6.629
   7.131   7.557   7.947   7.978   8.490   8.809  11.935  14.445  15.619  15.779
  19.869  20.180
            0.000000  0.068622  0.000000
 -11.670 -11.262 -10.810 -10.788 -10.785 -10.785 -10.635 -10.587 -10.551 -10.550
  -9.221  -8.242  -7.052  -6.083   1.627   3.624   5.542   5.565   6.555   6.606
   7.002   7.547   7.951   7.980   8.497   8.765  12.129  14.349  15.677  15.832
  19.898  20.311
            0.000000  0.073901  0.000000
 -11.646 -11.292 -10.810 -10.792 -10.784 -10.784 -10.632 -10.590 -10.551 -10.551
  -9.167  -8.319  -6.979  -6.135   1.736   3.463   5.602   5.640   6.480   6.688
   6.876   7.526   7.955   7.982   8.505   8.725  12.322  14.242  15.736  15.880
  19.915  20.233
            0.000000  0.079179  0.000000
 -11.621 -11.322 -10.809 -10.795 -10.784 -10.784 -10.628 -10.593 -10.552 -10.552
  -9.110  -8.397  -6.904  -6.191   1.853   3.302   5.665   5.719   6.403   6.752
   6.772   7.494   7.959   7.982   8.514   8.689  12.513  14.126  15.793  15.921
  19.924  20.162
            0.000000  0.084458  0.000000
 -11.595 -11.353 -10.808 -10.798 -10.783 -10.783 -10.625 -10.596 -10.552 -10.552
  -9.050  -8.476  -6.828  -6.251   1.976   3.143   5.731   5.804   6.326   6.631
   6.857   7.451   7.963   7.982   8.523   8.657  12.701  14.000  15.846  15.954
  19.928  20.099
            0.000000  0.089736  0.000000
 -11.567 -11.385 -10.808 -10.800 -10.783 -10.783 -10.621 -10.600 -10.553 -10.553
  -8.986  -8.553  -6.752  -6.316   2.106   2.984   5.799   5.892   6.248   6.514
   6.943   7.398   7.966   7.982   8.533   8.630  12.886  13.865  15.893  15.978
  19.928  20.045
            0.000000  0.095015  0.000000
 -11.539 -11.416 -10.807 -10.802 -10.783 -10.783 -10.618 -10.603 -10.553 -10.553
  -8.919  -8.630  -6.675  -6.383   2.241   2.829   5.870   5.985   6.171   6.400
   7.028   7.336   7.970   7.980   8.544   8.607  13.066  13.721  15.933  15.991
  19.930  20.002
            0.000000  0.100294  0.000000
 -11.509 -11.447 -10.806 -10.804 -10.783 -10.783 -10.614 -10.607 -10.553 -10.553
  -8.850  -8.705  -6.600  -6.453   2.381   2.676   5.943   6.083   6.094   6.290
   7.111   7.266   7.973   7.978   8.557   8.587  13.240  13.568  15.964  15.994
  19.936  19.970
            0.000000  0.105572  0.000000
 -11.478 -11.478 -10.805 -10.805 -10.782 -10.782 -10.610 -10.610 -10.553 -10.553
  -8.779  -8.779  -6.526  -6.526   2.527   2.527   6.018   6.018   6.185   6.185
   7.191   7.191   7.976   7.976   8.571   8.571  13.408  13.408  15.984  15.984
  19.949  19.949
            0.005279  0.105572  0.000000
 -11.479 -11.479 -10.805 -10.805 -10.783 -10.783 -10.610 -10.610 -10.553 -10.553
  -8.776  -8.776  -6.530  -6.530   2.532   2.532   6.018   6.018   6.181   6.181
   7.191   7.191   7.975   7.975   8.569   8.569  13.410  13.410  15.987  15.987
  19.947  19.947
            0.010557  0.105572  0.000000
 -11.481 -11.481 -10.804 -10.804 -10.783 -10.783 -10.610 -10.610 -10.553 -10.553
  -8.766  -8.766  -6.542  -6.542   2.547   2.547   6.020   6.020   6.169   6.169
   7.190   7.190   7.972   7.972   8.563   8.563  13.417  13.417  15.996  15.996
  19.943  19.943
            0.015836  0.105572  0.000000
 -11.484 -11.484 -10.804 -10.804 -10.783 -10.783 -10.610 -10.610 -10.553 -10.553
  -8.750  -8.750  -6.563  -6.563   2.573   2.573   6.023   6.023   6.149   6.149
   7.190   7.190   7.968   7.968   8.554   8.554  13.428  13.428  16.011  16.011
  19.937  19.937
            0.021114  0.105572  0.000000
 -11.488 -11.488 -10.803 -10.803 -10.784 -10.784 -10.610 -10.610 -10.552 -10.552
  -8.728  -8.728  -6.591  -6.591   2.608   2.608   6.026   6.026   6.122   6.122
   7.189   7.189   7.963   7.963   8.541   8.541  13.444  13.444  16.031  16.031
  19.928  19.928
            0.026393  0.105572  0.000000
 -11.493 -11.493 -10.802 -10.802 -10.784 -10.784 -10.609 -10.609 -10.552 -10.552
  -8.700  -8.700  -6.628  -6.628   2.653   2.653   6.031   6.031   6.087   6.087
   7.187   7.187   7.956   7.956   8.526   8.526  13.463  13.463  16.056  16.056
  19.919  19.919
            0.031672  0.105572  0.000000
 -11.499 -11.499 -10.800 -10.800 -10.785 -10.785 -10.609 -10.609 -10.551 -10.551
  -8.666  -8.666  -6.671  -6.671   2.706   2.706   6.036   6.036   6.044   6.044
   7.186   7.186   7.948   7.948   8.508   8.508  13.485  13.485  16.085  16.085
  19.910  19.910
            0.036950  0.105572  0.000000
 -11.505 -11.505 -10.799 -10.799 -10.786 -10.786 -10.609 -10.609 -10.550 -10.550
  -8.627  -8.627  -6.721  -6.721   2.767   2.767   5.995   5.995   6.042   6.042
