 &plot nbnd=  31, nks=    61 /
   -9.051   -7.568   -7.532   -6.005    2.083    4.696    5.561    5.931    6.924    7.103
    7.535    7.972    8.282    8.380    8.781    9.182   12.484   15.049   16.386   16.448
   20.263
            0.200000  0.200000  0.000000
  -11.490  -10.970  -10.575  -10.547  -10.545  -10.538  -10.415  -10.358  -10.320  -10.310
   -9.099   -7.562   -7.530   -5.954    1.984    4.773    5.554    5.887    6.868    7.156
    7.659    7.969    8.286    8.380    8.788    9.228   12.304   15.110   16.326   16.380
   20.275
            0.183333  0.183333  0.000000
  -11.504  -10.944  -10.576  -10.547  -10.541  -10.539  -10.417  -10.356  -10.319  -10.310
   -9.143   -7.556   -7.529   -5.910    1.894    4.854    5.547    5.844    6.813    7.208
    7.778    7.964    8.290    8.379    8.794    9.272   12.124   15.170   16.268   16.313
   20.283
            0.166667  0.166667  0.000000
  -11.518  -10.921  -10.576  -10.547  -10.540  -10.536  -10.420  -10.355  -10.318  -10.310
   -9.182   -7.550   -7.528   -5.871    1.813    4.937    5.542    5.804    6.761    7.260
    7.871    7.978    8.294    8.376    8.800    9.316   11.945   15.229   16.212   16.246
   20.284
            0.150000  0.150000  0.000000
  -11.530  -10.900  -10.576  -10.547  -10.541  -10.531  -10.422  -10.353  -10.317  -10.310
   -9.217   -7.545   -7.526   -5.838    1.739    5.021    5.538    5.767    6.711    7.310
    7.885    8.065    8.297    8.371    8.806    9.358   11.768   15.288   16.159   16.183
   20.275
            0.133333  0.133333  0.000000
  -11.542  -10.881  -10.576  -10.547  -10.541  -10.525  -10.424  -10.352  -10.316  -10.310
   -9.248   -7.540   -7.525   -5.810    1.674    5.105    5.534    5.734    6.665    7.358
    7.864    8.180    8.301    8.364    8.811    9.397   11.595   15.344   16.109   16.122
   20.256
            0.116667  0.116667  0.000000
  -11.553  -10.865  -10.576  -10.547  -10.542  -10.518  -10.426  -10.350  -10.315  -10.310
   -9.275   -7.535   -7.524   -5.786    1.616    5.187    5.532    5.703    6.623    7.403
    7.834    8.297    8.304    8.357    8.815    9.433   11.428   15.398   16.062   16.066
   20.226
            0.100000  0.100000  0.000000
  -11.563  -10.851  -10.576  -10.547  -10.543  -10.511  -10.427  -10.349  -10.314  -10.310
   -9.298   -7.531   -7.523   -5.768    1.567    5.266    5.531    5.676    6.585    7.445
    7.800    8.306    8.349    8.412    8.819    9.466   11.270   15.450   16.015   16.019
   20.190
            0.083333  0.083333  0.000000
  -11.572  -10.840  -10.576  -10.546  -10.544  -10.503  -10.429  -10.348  -10.313  -10.310
   -9.318   -7.527   -7.522   -5.753    1.526    5.338    5.530    5.653    6.551    7.483
    7.765    8.309    8.340    8.520    8.822    9.495   11.124   15.499   15.970   15.980
   20.149
            0.066667  0.066667  0.000000
  -11.579  -10.831  -10.576  -10.546  -10.545  -10.497  -10.430  -10.347  -10.312  -10.311
   -9.333   -7.524   -7.521   -5.741    1.492    5.402    5.530    5.634    6.523    7.515
    7.732    8.311    8.332    8.619    8.825    9.519   10.993   15.543   15.932   15.944
   20.109
            0.050000  0.050000  0.000000
  -11.585  -10.825  -10.576  -10.546  -10.545  -10.491  -10.431  -10.346  -10.311  -10.311
   -9.345   -7.522   -7.520   -5.733    1.466    5.456    5.530    5.620    6.501    7.542
    7.702    8.312    8.325    8.705    8.827    9.539   10.882   15.582   15.902   15.913
   20.083
            0.033333  0.033333  0.000000
  -11.589  -10.820  -10.576  -10.546  -10.546  -10.487  -10.432  -10.346  -10.311  -10.311
   -9.354   -7.520   -7.519   -5.727    1.448    5.497    5.530    5.609    6.485    7.561
    7.679    8.313    8.319    8.772    8.829    9.553   10.797   15.614   15.880   15.887
   20.062
            0.016667  0.016667  0.000000
  -11.592  -10.818  -10.576  -10.546  -10.546  -10.484  -10.432  -10.346  -10.311  -10.311
   -9.359   -7.519   -7.519   -5.723    1.437    5.522    5.530    5.602    6.475    7.573
    7.665    8.314    8.315    8.815    8.830    9.561   10.743   15.636   15.867   15.869
   20.028
            0.000000  0.000000  0.000000
  -11.593  -10.817  -10.576  -10.546  -10.546  -10.484  -10.432  -10.346  -10.311  -10.311
   -9.361   -7.519   -7.519   -5.722    1.433    5.530    5.530    5.600    6.472    7.577
    7.659    8.314    8.314    8.830    8.830    9.564   10.724   15.644   15.862   15.862
   20.022
            0.000000  0.000000  0.024638
  -11.592  -10.815  -10.576  -10.549  -10.549  -10.484  -10.432  -10.346  -10.311  -10.311
   -9.359   -7.514   -7.514   -5.724    1.433    5.533    5.533    5.598    6.474    7.543
    7.668    8.302    8.302    8.832    8.832    9.562   10.747   15.651   15.875   15.875
   19.890
            0.000000  0.000000  0.049276
  -11.588  -10.810  -10.574  -10.557  -10.557  -10.485  -10.432  -10.346  -10.312  -10.312
   -9.355   -7.501   -7.501   -5.731    1.432    5.541    5.541    5.590    6.479    7.460
    7.675    8.265    8.265    8.837    8.837    9.555   10.814   15.670   15.912   15.912
   19.749
            0.000000  0.000000  0.073914
  -11.581  -10.802  -10.572  -10.571  -10.571  -10.486  -10.431  -10.346  -10.314  -10.314
   -9.348   -7.478   -7.478   -5.741    1.431    5.554    5.554    5.577    6.488    7.345
    7.671    8.207    8.207    8.843    8.843    9.543   10.919   15.701   15.974   15.974
   19.610
            0.000000  0.000000  0.098552
  -11.572  -10.791  -10.590  -10.590  -10.569  -10.488  -10.430  -10.346  -10.317  -10.317
   -9.337   -7.447   -7.447   -5.756    1.429    5.560    5.571    5.571    6.501    7.202
    7.657    8.130    8.130    8.849    8.849    9.527   11.057   15.744   16.059   16.059
   19.472
            0.000000  0.000000  0.123190
  -11.560  -10.777  -10.613  -10.613  -10.564  -10.490  -10.429  -10.346  -10.320  -10.320
   -9.324   -7.409   -7.409   -5.775    1.427    5.540    5.594    5.594    6.518    7.036
    7.634    8.037    8.037    8.854    8.854    9.507   11.219   15.796   16.166   16.166
   19.338
            0.000000  0.000000  0.147828
  -11.546  -10.761  -10.641  -10.641  -10.559  -10.493  -10.428  -10.346  -10.324  -10.324
   -9.307   -7.363   -7.363   -5.798    1.425    5.516    5.622    5.622    6.538    6.854
    7.603    7.931    7.931    8.855    8.855    9.482   11.400   15.857   16.291   16.291
   19.208
            0.000000  0.000000  0.172466
  -11.530  -10.742  -10.672  -10.672  -10.553  -10.496  -10.427  -10.346  -10.328  -10.328
   -9.287   -7.311   -7.311   -5.826    1.423    5.491    5.654    5.654    6.562    6.659
    7.566    7.814    7.814    8.855    8.855    9.452   11.596   15.925   16.434   16.434
   19.085
            0.000000  0.000000  0.197104
  -11.512  -10.721  -10.706  -10.706  -10.545  -10.499  -10.425  -10.346  -10.333  -10.333
   -9.264   -7.253   -7.253   -5.858    1.422    5.464    5.690    5.690    6.455    6.589
    7.522    7.689    7.689    8.851    8.851    9.418   11.801   15.996   16.592   16.592
   18.968
            0.000000  0.000000  0.221742
  -11.491  -10.743  -10.743  -10.700  -10.537  -10.502  -10.424  -10.347  -10.338  -10.338
   -9.236   -7.190   -7.190   -5.895    1.421    5.437    5.730    5.730    6.245    6.620
    7.473    7.557    7.557    8.844    8.844    9.380   12.013   16.070   16.763   16.764
   18.859
            0.000000  0.000000  0.246381
  -11.469  -10.782  -10.782  -10.678  -10.529  -10.505  -10.422  -10.347  -10.342  -10.342
   -9.205   -7.124   -7.124   -5.937    1.421    5.411    5.773    5.774    6.030    6.654
    7.418    7.420    7.420    8.834    8.834    9.338   12.228   16.143   16.945   16.945
   18.759
            0.000000  0.000000  0.271019
  -11.444  -10.821  -10.821  -10.657  -10.519  -10.507  -10.420  -10.347  -10.347  -10.347
   -9.170   -7.054   -7.054   -5.983    1.423    5.387    5.814    5.820    5.820    6.692
    7.281    7.281    7.358    8.821    8.821    9.292   12.446   16.214   17.136   17.136
   18.670
            0.000000  0.000000  0.295657
  -11.419  -10.862  -10.862  -10.638  -10.509  -10.507  -10.417  -10.353  -10.353  -10.347
   -9.130   -6.982   -6.982   -6.034    1.426    5.365    5.596    5.868    5.868    6.733
    7.142    7.142    7.293    8.805    8.805    9.243   12.664   16.279   17.333   17.333
   18.591
            0.000000  0.000000  0.320295
  -11.391  -10.903  -10.903  -10.623  -10.503  -10.499  -10.415  -10.358  -10.358  -10.348
   -9.085   -6.908   -6.908   -6.090    1.432    5.346    5.378    5.916    5.916    6.777
    7.005    7.005    7.223    8.787    8.787    9.189   12.881   16.338   17.536   17.536
   18.524
            0.000000  0.000000  0.344933
  -11.363  -10.943  -10.943  -10.615  -10.494  -10.487  -10.413  -10.363  -10.363  -10.348
   -9.036   -6.834   -6.834   -6.150    1.440    5.162    5.331    5.963    5.963    6.825
    6.873    6.873    7.150    8.766    8.766    9.132   13.095   16.388   17.741   17.741
   18.470
            0.000000  0.000000  0.369571
  -11.333  -10.983  -10.983  -10.613  -10.480  -10.476  -10.410  -10.369  -10.369  -10.349
   -8.981   -6.759   -6.759   -6.215    1.452    4.948    5.321    6.005    6.005    6.751
    6.751    6.875    7.073    8.742    8.742    9.072   13.306   16.428   17.947   17.947
   18.429
            0.000000  0.000000  0.394209
  -11.302  -11.021  -11.021  -10.616  -10.464  -10.463  -10.407  -10.374  -10.374  -10.350
   -8.922   -6.686   -6.686   -6.286    1.468    4.737    5.315    6.036    6.036    6.646
    6.646    6.929    6.993    8.715    8.715    9.009   13.513   16.456   18.154   18.154
   18.401
            0.000000  0.000000  0.418847
  -11.271  -11.058  -11.058  -10.623  -10.452  -10.444  -10.405  -10.379  -10.379  -10.351
   -8.858   -6.613   -6.613   -6.360    1.489    4.530    5.315    6.044    6.044    6.570
    6.570    6.910    6.985    8.686    8.686    8.942   13.714   16.472   18.358   18.358
   18.387
            0.000000  0.000000  0.443485
  -11.239  -11.094  -11.094  -10.633  -10.439  -10.425  -10.402  -10.384  -10.384  -10.351
   -8.788   -6.543   -6.543   -6.439    1.514    4.327    5.320    6.019    6.019    6.533
    6.533    6.826    7.045    8.655    8.655    8.873   13.909   16.475   18.387   18.560
   18.560
            0.000000  0.000000  0.468123
  -11.207  -11.127  -11.127  -10.645  -10.427  -10.407  -10.399  -10.389  -10.389  -10.352
   -8.713   -6.523   -6.475   -6.475    1.545    4.128    5.331    5.962    5.962    6.535
    6.535    6.739    7.107    8.622    8.622    8.802   14.098   16.466   18.401   18.756
   18.756
            0.000000  0.000000  0.492761
  -11.174  -11.158  -11.158  -10.659  -10.415  -10.396  -10.393  -10.393  -10.390  -10.353
   -8.634   -6.611   -6.411   -6.411    1.582    3.934    5.348    5.885    5.885    6.565
    6.565    6.651    7.172    8.587    8.587    8.728   14.279   16.444   18.429   18.947
   18.947
            0.000000  0.000000  0.517399
  -11.187  -11.187  -11.142  -10.674  -10.403  -10.397  -10.397  -10.394  -10.374  -10.355
   -8.549   -6.702   -6.351   -6.350    1.626    3.746    5.371    5.801    5.801    6.563
    6.609    6.609    7.239    8.551    8.551    8.653   14.454   16.411   18.471   19.130
   19.130
            0.000000  0.000000  0.542037
  -11.213  -11.213  -11.109  -10.691  -10.401  -10.401  -10.391  -10.391  -10.361  -10.356
   -8.461   -6.798   -6.295   -6.295    1.677    3.564    5.399    5.717    5.717    6.475
    6.660    6.660    7.308    8.515    8.515    8.575   14.621   16.366   18.527   19.306
   19.306
            0.000000  0.000000  0.566675
  -11.237  -11.237  -11.077  -10.709  -10.405  -10.405  -10.388  -10.380  -10.357  -10.349
   -8.368   -6.896   -6.244   -6.244    1.734    3.389    5.433    5.638    5.638    6.387
    6.713    6.713    7.380    8.479    8.479    8.496   14.780   16.311   18.595   19.472
   19.472
            0.000000  0.000000  0.591313
  -11.257  -11.257  -11.045  -10.729  -10.408  -10.408  -10.385  -10.369  -10.359  -10.340
   -8.272   -6.997   -6.199   -6.199    1.800    3.220    5.473    5.567    5.567    6.299
    6.765    6.765    7.453    8.416    8.444    8.444   14.932   16.247   18.675   19.628
   19.628
            0.000000  0.000000  0.615951
  -11.275  -11.275  -11.014  -10.749  -10.411  -10.411  -10.383  -10.360  -10.359  -10.333
   -8.172   -7.101   -6.160   -6.160    1.873    3.058    5.504    5.504    5.518    6.213
    6.814    6.814    7.529    8.336    8.411    8.411   15.077   16.174   18.766   19.772
   19.772
            0.000000  0.000000  0.640589
  -11.289  -11.289  -10.983  -10.771  -10.413  -10.413  -10.380  -10.362  -10.350  -10.328
   -8.070   -7.207   -6.128   -6.128    1.955    2.904    5.451    5.451    5.569    6.129
    6.857    6.857    7.606    8.254    8.381    8.381   15.215   16.093   18.867   19.905
   19.905
            0.000000  0.000000  0.665227
  -11.301  -11.301  -10.954  -10.794  -10.415  -10.415  -10.377  -10.364  -10.342  -10.324
   -7.965   -7.314   -6.102   -6.102    2.045    2.757    5.409    5.409    5.625    6.047
    6.893    6.893    7.684    8.172    8.356    8.356   15.347   16.005   18.977   19.764
   20.023
            0.000000  0.000000  0.689866
  -11.309  -11.309  -10.925  -10.818  -10.416  -10.416  -10.375  -10.366  -10.336  -10.323
   -7.858   -7.423   -6.084   -6.084    2.143    2.618    5.379    5.379    5.685    5.968
    6.920    6.920    7.764    8.090    8.337    8.337   15.471   15.911   19.095   19.623
   20.123
            0.000000  0.000000  0.714504
  -11.314  -11.314  -10.896  -10.843  -10.417  -10.417  -10.372  -10.368  -10.330  -10.324
   -7.750   -7.532   -6.072   -6.072    2.249    2.487    5.361    5.361    5.750    5.892
    6.937    6.937    7.844    8.007    8.325    8.325   15.590   15.810   19.220   19.485
   20.195
            0.000000  0.000000  0.739142
  -11.316  -11.316  -10.869  -10.869  -10.417  -10.417  -10.370  -10.370  -10.326  -10.326
   -7.641   -7.641   -6.069   -6.069    2.364    2.364    5.355    5.355    5.819    5.819
    6.943    6.943    7.925    7.925    8.321    8.321   15.703   15.703   19.350   19.350
   20.223
